time,constant,dynamic,highly_dynamic
417600,0.05461,0.05413,0.0296756
418500,0.05461,0.05413,0.0296756
419400,0.05461,0.05413,0.0296756
420300,0.05461,0.05413,0.0296756
421200,0.05461,0.0444,0.027771
422100,0.05461,0.0444,0.027771
423000,0.05461,0.0444,0.027771
423900,0.05461,0.0444,0.027771
424800,0.05461,0.0444,0.0261528
425700,0.05461,0.0444,0.0261528
426600,0.05461,0.0444,0.0261528
427500,0.05461,0.0444,0.0261528
428400,0.05461,0.0444,0.0243935
429300,0.05461,0.0444,0.0243935
430200,0.05461,0.0444,0.0243935
431100,0.05461,0.0444,0.0243935
432000,0.05461,0.0444,0.0222915
432900,0.05461,0.0444,0.0222915
433800,0.05461,0.0444,0.0222915
434700,0.05461,0.0444,0.0222915
435600,0.05461,0.0444,0.021061
436500,0.05461,0.0444,0.021061
437400,0.05461,0.0444,0.021061
438300,0.05461,0.0444,0.021061
439200,0.05461,0.0444,0.0214238
440100,0.05461,0.0444,0.0214238
441000,0.05461,0.0444,0.0214238
441900,0.05461,0.0444,0.0214238
442800,0.05461,0.0444,0.0216494
443700,0.05461,0.0444,0.0216494
444600,0.05461,0.0444,0.0216494
445500,0.05461,0.0444,0.0216494
446400,0.05461,0.0444,0.0246974
447300,0.05461,0.0444,0.0246974
448200,0.05461,0.0444,0.0246974
449100,0.05461,0.0444,0.0246974
450000,0.05461,0.0444,0.0268207
450900,0.05461,0.0444,0.0268207
451800,0.05461,0.0444,0.0268207
452700,0.05461,0.0444,0.0268207
453600,0.05461,0.0444,0.0316144
454500,0.05461,0.0444,0.0316144
455400,0.05461,0.0444,0.0316144
456300,0.05461,0.0444,0.0316144
457200,0.05461,0.0444,0.0362917
458100,0.05461,0.0444,0.0362917
459000,0.05461,0.0444,0.0362917
459900,0.05461,0.0444,0.0362917
460800,0.05461,0.0444,0.0340921
461700,0.05461,0.0444,0.0340921
462600,0.05461,0.0444,0.0340921
463500,0.05461,0.0444,0.0340921
464400,0.05461,0.05413,0.0326511
465300,0.05461,0.05413,0.0326511
466200,0.05461,0.05413,0.0326511
467100,0.05461,0.05413,0.0326511
468000,0.05461,0.05413,0.0280435
468900,0.05461,0.05413,0.0280435
469800,0.05461,0.05413,0.0280435
470700,0.05461,0.05413,0.0280435
471600,0.05461,0.05413,0.0245765
472500,0.05461,0.05413,0.0245765
473400,0.05461,0.05413,0.0245765
474300,0.05461,0.05413,0.0245765
475200,0.05461,0.05413,0.0207044
476100,0.05461,0.05413,0.0207044
477000,0.05461,0.05413,0.0207044
477900,0.05461,0.05413,0.0207044
478800,0.05461,0.05413,0.0186696
479700,0.05461,0.05413,0.0186696
480600,0.05461,0.05413,0.0186696
481500,0.05461,0.05413,0.0186696
482400,0.05461,0.05413,0.0175428
483300,0.05461,0.05413,0.0175428
484200,0.05461,0.05413,0.0175428
485100,0.05461,0.05413,0.0175428
486000,0.05461,0.05413,0.016005
486900,0.05461,0.05413,0.016005
487800,0.05461,0.05413,0.016005
488700,0.05461,0.05413,0.016005
489600,0.05461,0.05413,0.0139822
490500,0.05461,0.05413,0.0139822
491400,0.05461,0.05413,0.0139822
492300,0.05461,0.05413,0.0139822
493200,0.05461,0.05413,0.0150269
494100,0.05461,0.05413,0.0150269
495000,0.05461,0.05413,0.0150269
495900,0.05461,0.05413,0.0150269
496800,0.05461,0.05413,0.0132082
497700,0.05461,0.05413,0.0132082
498600,0.05461,0.05413,0.0132082
499500,0.05461,0.05413,0.0132082
500400,0.05461,0.05413,0.0072011
501300,0.05461,0.05413,0.0072011
502200,0.05461,0.05413,0.0072011
503100,0.05461,0.05413,0.0072011
504000,0.05461,0.05413,0.0008746
504900,0.05461,0.05413,0.0008746
505800,0.05461,0.05413,0.0008746
506700,0.05461,0.05413,0.0008746
507600,0.05461,0.0444,-0.0027802
508500,0.05461,0.0444,-0.0027802
509400,0.05461,0.0444,-0.0027802
510300,0.05461,0.0444,-0.0027802
511200,0.05461,0.0444,-0.0003439
512100,0.05461,0.0444,-0.0003439
513000,0.05461,0.0444,-0.0003439
513900,0.05461,0.0444,-0.0003439
514800,0.05461,0.0444,-0.0031986
515700,0.05461,0.0444,-0.0031986
516600,0.05461,0.0444,-0.0031986
517500,0.05461,0.0444,-0.0031986
518400,0.05461,0.0444,-0.0006966
519300,0.05461,0.0444,-0.0006966
520200,0.05461,0.0444,-0.0006966
521100,0.05461,0.0444,-0.0006966
522000,0.05461,0.0444,-0.0023064
522900,0.05461,0.0444,-0.0023064
523800,0.05461,0.0444,-0.0023064
524700,0.05461,0.0444,-0.0023064
525600,0.05461,0.0444,-0.002395
526500,0.05461,0.0444,-0.002395
527400,0.05461,0.0444,-0.002395
528300,0.05461,0.0444,-0.002395
529200,0.05461,0.0444,1.4e-06
530100,0.05461,0.0444,1.4e-06
531000,0.05461,0.0444,1.4e-06
531900,0.05461,0.0444,1.4e-06
532800,0.05461,0.0444,0.0073856
533700,0.05461,0.0444,0.0073856
534600,0.05461,0.0444,0.0073856
535500,0.05461,0.0444,0.0073856
536400,0.05461,0.0444,0.0104795
537300,0.05461,0.0444,0.0104795
538200,0.05461,0.0444,0.0104795
539100,0.05461,0.0444,0.0104795
540000,0.05461,0.0444,0.0126987
540900,0.05461,0.0444,0.0126987
541800,0.05461,0.0444,0.0126987
542700,0.05461,0.0444,0.0126987
543600,0.05461,0.0444,0.0149138
544500,0.05461,0.0444,0.0149138
545400,0.05461,0.0444,0.0149138
546300,0.05461,0.0444,0.0149138
547200,0.05461,0.0444,0.0157377
548100,0.05461,0.0444,0.0157377
549000,0.05461,0.0444,0.0157377
549900,0.05461,0.0444,0.0157377
550800,0.05461,0.05413,0.0149417
551700,0.05461,0.05413,0.0149417
552600,0.05461,0.05413,0.0149417
553500,0.05461,0.05413,0.0149417
554400,0.05461,0.05413,0.0147383
555300,0.05461,0.05413,0.0147383
556200,0.05461,0.05413,0.0147383
557100,0.05461,0.05413,0.0147383
558000,0.05461,0.05413,0.0146985
558900,0.05461,0.05413,0.0146985
559800,0.05461,0.05413,0.0146985
560700,0.05461,0.05413,0.0146985
561600,0.05461,0.05413,0.0141623
562500,0.05461,0.05413,0.0141623
563400,0.05461,0.05413,0.0141623
564300,0.05461,0.05413,0.0141623
565200,0.05461,0.05413,0.010978
566100,0.05461,0.05413,0.010978
567000,0.05461,0.05413,0.010978
567900,0.05461,0.05413,0.010978
568800,0.05461,0.0888,0.0115599
569700,0.05461,0.0888,0.0115599
570600,0.05461,0.0888,0.0115599
571500,0.05461,0.0888,0.0115599
572400,0.05461,0.0888,0.0119413
573300,0.05461,0.0888,0.0119413
574200,0.05461,0.0888,0.0119413
575100,0.05461,0.0888,0.0119413
576000,0.05461,0.0888,0.0124195
576900,0.05461,0.0888,0.0124195
577800,0.05461,0.0888,0.0124195
578700,0.05461,0.0888,0.0124195
579600,0.05461,0.0888,0.0217711
580500,0.05461,0.0888,0.0217711
581400,0.05461,0.0888,0.0217711
582300,0.05461,0.0888,0.0217711
583200,0.05461,0.05413,0.0174895
584100,0.05461,0.05413,0.0174895
585000,0.05461,0.05413,0.0174895
585900,0.05461,0.05413,0.0174895
586800,0.05461,0.05413,0.0159951
587700,0.05461,0.05413,0.0159951
588600,0.05461,0.05413,0.0159951
589500,0.05461,0.05413,0.0159951
590400,0.05461,0.05413,0.0155382
591300,0.05461,0.05413,0.0155382
592200,0.05461,0.05413,0.0155382
593100,0.05461,0.05413,0.0155382
594000,0.05461,0.0444,0.0154978
594900,0.05461,0.0444,0.0154978
595800,0.05461,0.0444,0.0154978
596700,0.05461,0.0444,0.0154978
597600,0.05461,0.0444,0.0158481
598500,0.05461,0.0444,0.0158481
599400,0.05461,0.0444,0.0158481
600300,0.05461,0.0444,0.0158481
601200,0.05461,0.0444,0.0144466
602100,0.05461,0.0444,0.0144466
603000,0.05461,0.0444,0.0144466
603900,0.05461,0.0444,0.0144466
604800,0.05461,0.0444,0.0150941
605700,0.05461,0.0444,0.0150941
606600,0.05461,0.0444,0.0150941
607500,0.05461,0.0444,0.0150941
608400,0.05461,0.0444,0.0151298
609300,0.05461,0.0444,0.0151298
610200,0.05461,0.0444,0.0151298
611100,0.05461,0.0444,0.0151298
612000,0.05461,0.0444,0.015417
612900,0.05461,0.0444,0.015417
613800,0.05461,0.0444,0.015417
614700,0.05461,0.0444,0.015417
615600,0.05461,0.0444,0.0163523
616500,0.05461,0.0444,0.0163523
617400,0.05461,0.0444,0.0163523
618300,0.05461,0.0444,0.0163523
619200,0.05461,0.0444,0.0177905
620100,0.05461,0.0444,0.0177905
621000,0.05461,0.0444,0.0177905
621900,0.05461,0.0444,0.0177905
622800,0.05461,0.0444,0.0213374
623700,0.05461,0.0444,0.0213374
624600,0.05461,0.0444,0.0213374
625500,0.05461,0.0444,0.0213374
626400,0.05461,0.0444,0.0270128
627300,0.05461,0.0444,0.0270128
628200,0.05461,0.0444,0.0270128
629100,0.05461,0.0444,0.0270128
630000,0.05461,0.0444,0.0263284
630900,0.05461,0.0444,0.0263284
631800,0.05461,0.0444,0.0263284
632700,0.05461,0.0444,0.0263284
633600,0.05461,0.0444,0.0267842
634500,0.05461,0.0444,0.0267842
635400,0.05461,0.0444,0.0267842
636300,0.05461,0.0444,0.0267842
637200,0.05461,0.05413,0.0304506
638100,0.05461,0.05413,0.0304506
639000,0.05461,0.05413,0.0304506
639900,0.05461,0.05413,0.0304506
640800,0.05461,0.05413,0.0304222
641700,0.05461,0.05413,0.0304222
642600,0.05461,0.05413,0.0304222
643500,0.05461,0.05413,0.0304222
644400,0.05461,0.05413,0.0294751
645300,0.05461,0.05413,0.0294751
646200,0.05461,0.05413,0.0294751
647100,0.05461,0.05413,0.0294751
648000,0.05461,0.05413,0.0257153
648900,0.05461,0.05413,0.0257153
649800,0.05461,0.05413,0.0257153
650700,0.05461,0.05413,0.0257153
651600,0.05461,0.05413,0.0250098
652500,0.05461,0.05413,0.0250098
653400,0.05461,0.05413,0.0250098
654300,0.05461,0.05413,0.0250098
655200,0.05461,0.0888,0.0228713
656100,0.05461,0.0888,0.0228713
657000,0.05461,0.0888,0.0228713
657900,0.05461,0.0888,0.0228713
658800,0.05461,0.0888,0.0207618
659700,0.05461,0.0888,0.0207618
660600,0.05461,0.0888,0.0207618
661500,0.05461,0.0888,0.0207618
